pilot_id,image_id,source_image_group,original_split,class,status,bbox,partial_or_occluded,uncertain_reason,instance_count,annotator,review_status,notes
p2b_0003,6c93c659a7e80a59,grp_01245,train,heart,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0003,6c93c659a7e80a59,grp_01245,train,star,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0003,6c93c659a7e80a59,grp_01245,train,circle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0003,6c93c659a7e80a59,grp_01245,train,vehicle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0004,8dc354ccd25aab63,grp_01545,train,person,present,,False,,3,single_annotator_session_2026-08-06,unreviewed,
p2b_0004,8dc354ccd25aab63,grp_01545,train,face,present,,False,,3,single_annotator_session_2026-08-06,unreviewed,
p2b_0004,8dc354ccd25aab63,grp_01545,train,hand,uncertain,,False,raised blue V-shape could be a hand/fingers,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0004,8dc354ccd25aab63,grp_01545,train,animal,uncertain,,False,"top character has fang-like marks, ambiguous monster/animal face",0,single_annotator_session_2026-08-06,unreviewed,
p2b_0004,8dc354ccd25aab63,grp_01545,train,house,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0004,8dc354ccd25aab63,grp_01545,train,tree,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0004,8dc354ccd25aab63,grp_01545,train,heart,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0004,8dc354ccd25aab63,grp_01545,train,star,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0004,8dc354ccd25aab63,grp_01545,train,circle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0004,8dc354ccd25aab63,grp_01545,train,vehicle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0005,1256b5062695dd25,grp_00257,train,person,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0005,1256b5062695dd25,grp_00257,train,face,present,,False,,1,single_annotator_session_2026-08-06,unreviewed,
p2b_0005,1256b5062695dd25,grp_00257,train,hand,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0005,1256b5062695dd25,grp_00257,train,animal,present,,False,,1,single_annotator_session_2026-08-06,unreviewed,
p2b_0005,1256b5062695dd25,grp_00257,train,house,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0005,1256b5062695dd25,grp_00257,train,tree,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0005,1256b5062695dd25,grp_00257,train,heart,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0005,1256b5062695dd25,grp_00257,train,star,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0005,1256b5062695dd25,grp_00257,train,circle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0005,1256b5062695dd25,grp_00257,train,vehicle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0006,b20e35906bc3c788,grp_01848,train,person,uncertain,,False,"possible eye-like mark in a dark shape, heavy texture/quality artifact",0,single_annotator_session_2026-08-06,unreviewed,
p2b_0006,b20e35906bc3c788,grp_01848,train,face,uncertain,,False,"same dark shape, ambiguous",0,single_annotator_session_2026-08-06,unreviewed,
p2b_0006,b20e35906bc3c788,grp_01848,train,hand,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0006,b20e35906bc3c788,grp_01848,train,animal,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0006,b20e35906bc3c788,grp_01848,train,house,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0006,b20e35906bc3c788,grp_01848,train,tree,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0006,b20e35906bc3c788,grp_01848,train,heart,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0006,b20e35906bc3c788,grp_01848,train,star,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0006,b20e35906bc3c788,grp_01848,train,circle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0006,b20e35906bc3c788,grp_01848,train,vehicle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0007,d78791d7da5764c0,grp_02071,train,person,present,,False,,6,single_annotator_session_2026-08-06,unreviewed,
p2b_0007,d78791d7da5764c0,grp_02071,train,face,present,,False,,6,single_annotator_session_2026-08-06,unreviewed,
p2b_0007,d78791d7da5764c0,grp_02071,train,hand,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0007,d78791d7da5764c0,grp_02071,train,animal,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0007,d78791d7da5764c0,grp_02071,train,house,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0007,d78791d7da5764c0,grp_02071,train,tree,present,,False,,2,single_annotator_session_2026-08-06,unreviewed,
p2b_0007,d78791d7da5764c0,grp_02071,train,heart,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0007,d78791d7da5764c0,grp_02071,train,star,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0007,d78791d7da5764c0,grp_02071,train,circle,uncertain,,False,"beach ball / yin-yang toy is round but is a toy, borderline per ontology",0,single_annotator_session_2026-08-06,unreviewed,
p2b_0007,d78791d7da5764c0,grp_02071,train,vehicle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0008,645bec788fe40fb8,grp_01174,train,person,present,,False,,3,single_annotator_session_2026-08-06,unreviewed,
p2b_0008,645bec788fe40fb8,grp_01174,train,face,present,,False,,3,single_annotator_session_2026-08-06,unreviewed,
p2b_0008,645bec788fe40fb8,grp_01174,train,hand,uncertain,,False,running figure's arm end is ambiguous,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0008,645bec788fe40fb8,grp_01174,train,animal,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0008,645bec788fe40fb8,grp_01174,train,house,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0008,645bec788fe40fb8,grp_01174,train,tree,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0008,645bec788fe40fb8,grp_01174,train,heart,present,,False,,2,single_annotator_session_2026-08-06,unreviewed,
p2b_0008,645bec788fe40fb8,grp_01174,train,star,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0008,645bec788fe40fb8,grp_01174,train,circle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0008,645bec788fe40fb8,grp_01174,train,vehicle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0009,05a3bfa88c029729,grp_00088,train,person,uncertain,,False,head shape with line 'branches' -- unclear if body or hair/tree,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0009,05a3bfa88c029729,grp_00088,train,face,present,,False,,1,single_annotator_session_2026-08-06,unreviewed,
p2b_0009,05a3bfa88c029729,grp_00088,train,hand,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0009,05a3bfa88c029729,grp_00088,train,animal,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0009,05a3bfa88c029729,grp_00088,train,house,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0009,05a3bfa88c029729,grp_00088,train,tree,uncertain,,False,line branches could be a tree rather than a body,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0009,05a3bfa88c029729,grp_00088,train,heart,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0009,05a3bfa88c029729,grp_00088,train,star,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0009,05a3bfa88c029729,grp_00088,train,circle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0009,05a3bfa88c029729,grp_00088,train,vehicle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0010,f080a08c5891651f,grp_02223,train,person,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0010,f080a08c5891651f,grp_02223,train,face,present,,False,,1,single_annotator_session_2026-08-06,unreviewed,
p2b_0010,f080a08c5891651f,grp_02223,train,hand,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0010,f080a08c5891651f,grp_02223,train,animal,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0010,f080a08c5891651f,grp_02223,train,house,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0010,f080a08c5891651f,grp_02223,train,tree,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0010,f080a08c5891651f,grp_02223,train,heart,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0010,f080a08c5891651f,grp_02223,train,star,uncertain,,False,sun rays -- ambiguous sun vs star,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0010,f080a08c5891651f,grp_02223,train,circle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0010,f080a08c5891651f,grp_02223,train,vehicle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0011,00f625e7087adcb1,grp_00012,train,person,present,,False,,2,single_annotator_session_2026-08-06,unreviewed,
p2b_0011,00f625e7087adcb1,grp_00012,train,face,present,,False,,2,single_annotator_session_2026-08-06,unreviewed,
p2b_0011,00f625e7087adcb1,grp_00012,train,hand,uncertain,,False,small stick marks at arm ends,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0011,00f625e7087adcb1,grp_00012,train,animal,uncertain,,False,colorful winged shape ambiguous between butterfly/insect and decoration,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0011,00f625e7087adcb1,grp_00012,train,house,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0011,00f625e7087adcb1,grp_00012,train,tree,uncertain,,False,green mass on right could be foliage or grass,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0011,00f625e7087adcb1,grp_00012,train,heart,present,,False,,1,single_annotator_session_2026-08-06,unreviewed,
p2b_0011,00f625e7087adcb1,grp_00012,train,star,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0011,00f625e7087adcb1,grp_00012,train,circle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0011,00f625e7087adcb1,grp_00012,train,vehicle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0012,6f47036e33132a55,grp_01267,train,person,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0012,6f47036e33132a55,grp_01267,train,face,present,,False,,1,single_annotator_session_2026-08-06,unreviewed,
p2b_0012,6f47036e33132a55,grp_01267,train,hand,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0012,6f47036e33132a55,grp_01267,train,animal,uncertain,,False,could be a monster/tiger face but too abstract to be sure,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0012,6f47036e33132a55,grp_01267,train,house,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0012,6f47036e33132a55,grp_01267,train,tree,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0012,6f47036e33132a55,grp_01267,train,heart,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0012,6f47036e33132a55,grp_01267,train,star,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0012,6f47036e33132a55,grp_01267,train,circle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0012,6f47036e33132a55,grp_01267,train,vehicle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0013,5945f0106f5305b6,grp_01074,test,person,present,,False,,2,single_annotator_session_2026-08-06,unreviewed,
p2b_0013,5945f0106f5305b6,grp_01074,test,face,present,,False,,2,single_annotator_session_2026-08-06,unreviewed,
p2b_0013,5945f0106f5305b6,grp_01074,test,hand,uncertain,,False,small mitten-like shapes at arm ends,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0013,5945f0106f5305b6,grp_01074,test,animal,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0013,5945f0106f5305b6,grp_01074,test,house,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0013,5945f0106f5305b6,grp_01074,test,tree,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0013,5945f0106f5305b6,grp_01074,test,heart,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0013,5945f0106f5305b6,grp_01074,test,star,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0013,5945f0106f5305b6,grp_01074,test,circle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0013,5945f0106f5305b6,grp_01074,test,vehicle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0014,5e5b88eef78198ea,grp_01122,train,person,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0014,5e5b88eef78198ea,grp_01122,train,face,present,,False,,1,single_annotator_session_2026-08-06,unreviewed,
p2b_0014,5e5b88eef78198ea,grp_01122,train,hand,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0014,5e5b88eef78198ea,grp_01122,train,animal,present,,False,,1,single_annotator_session_2026-08-06,unreviewed,
p2b_0014,5e5b88eef78198ea,grp_01122,train,house,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0014,5e5b88eef78198ea,grp_01122,train,tree,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0014,5e5b88eef78198ea,grp_01122,train,heart,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0014,5e5b88eef78198ea,grp_01122,train,star,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0014,5e5b88eef78198ea,grp_01122,train,circle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0014,5e5b88eef78198ea,grp_01122,train,vehicle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0015,c5a23351587ccb94,grp_01962,test,person,uncertain,,False,torso/limb shape present but head has no clear face,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0015,c5a23351587ccb94,grp_01962,test,face,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0015,c5a23351587ccb94,grp_01962,test,hand,uncertain,,False,arm ends in claw/pincer-like marks,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0015,c5a23351587ccb94,grp_01962,test,animal,uncertain,,False,"head has round ear-like bumps, ambiguous person vs animal",0,single_annotator_session_2026-08-06,unreviewed,
p2b_0015,c5a23351587ccb94,grp_01962,test,house,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0015,c5a23351587ccb94,grp_01962,test,tree,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0015,c5a23351587ccb94,grp_01962,test,heart,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0015,c5a23351587ccb94,grp_01962,test,star,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0015,c5a23351587ccb94,grp_01962,test,circle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0015,c5a23351587ccb94,grp_01962,test,vehicle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0016,b086b10610833277,grp_01828,train,person,present,,False,,3,single_annotator_session_2026-08-06,unreviewed,
p2b_0016,b086b10610833277,grp_01828,train,face,present,,False,,3,single_annotator_session_2026-08-06,unreviewed,
p2b_0016,b086b10610833277,grp_01828,train,hand,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0016,b086b10610833277,grp_01828,train,animal,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0016,b086b10610833277,grp_01828,train,house,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0016,b086b10610833277,grp_01828,train,tree,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0016,b086b10610833277,grp_01828,train,heart,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0016,b086b10610833277,grp_01828,train,star,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0016,b086b10610833277,grp_01828,train,circle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0016,b086b10610833277,grp_01828,train,vehicle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0017,494d9518494e98ca,grp_00906,valid,person,uncertain,,False,large face present but more moon/clown-like than a person figure,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0017,494d9518494e98ca,grp_00906,valid,face,present,,False,,1,single_annotator_session_2026-08-06,unreviewed,
p2b_0017,494d9518494e98ca,grp_00906,valid,hand,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0017,494d9518494e98ca,grp_00906,valid,animal,uncertain,,False,"small round shape at bottom could be a curled sheep/dog, too small to be sure",0,single_annotator_session_2026-08-06,unreviewed,
p2b_0017,494d9518494e98ca,grp_00906,valid,house,present,,False,,1,single_annotator_session_2026-08-06,unreviewed,
p2b_0017,494d9518494e98ca,grp_00906,valid,tree,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0017,494d9518494e98ca,grp_00906,valid,heart,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0017,494d9518494e98ca,grp_00906,valid,star,present,,False,,3,single_annotator_session_2026-08-06,unreviewed,
p2b_0017,494d9518494e98ca,grp_00906,valid,circle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0017,494d9518494e98ca,grp_00906,valid,vehicle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0018,45d3a40719bae681,grp_00869,train,person,not_assessable,,False,,0,single_annotator_session_2026-08-06,unreviewed,"heavily cropped/zoomed fragment, no recognizable object"
p2b_0018,45d3a40719bae681,grp_00869,train,face,not_assessable,,False,,0,single_annotator_session_2026-08-06,unreviewed,"heavily cropped/zoomed fragment, no recognizable object"
p2b_0018,45d3a40719bae681,grp_00869,train,hand,not_assessable,,False,,0,single_annotator_session_2026-08-06,unreviewed,"heavily cropped/zoomed fragment, no recognizable object"
p2b_0018,45d3a40719bae681,grp_00869,train,animal,not_assessable,,False,,0,single_annotator_session_2026-08-06,unreviewed,"heavily cropped/zoomed fragment, no recognizable object"
p2b_0018,45d3a40719bae681,grp_00869,train,house,not_assessable,,False,,0,single_annotator_session_2026-08-06,unreviewed,"heavily cropped/zoomed fragment, no recognizable object"
p2b_0018,45d3a40719bae681,grp_00869,train,tree,not_assessable,,False,,0,single_annotator_session_2026-08-06,unreviewed,"heavily cropped/zoomed fragment, no recognizable object"
p2b_0018,45d3a40719bae681,grp_00869,train,heart,not_assessable,,False,,0,single_annotator_session_2026-08-06,unreviewed,"heavily cropped/zoomed fragment, no recognizable object"
p2b_0018,45d3a40719bae681,grp_00869,train,star,not_assessable,,False,,0,single_annotator_session_2026-08-06,unreviewed,"heavily cropped/zoomed fragment, no recognizable object"
p2b_0018,45d3a40719bae681,grp_00869,train,circle,not_assessable,,False,,0,single_annotator_session_2026-08-06,unreviewed,"heavily cropped/zoomed fragment, no recognizable object"
p2b_0018,45d3a40719bae681,grp_00869,train,vehicle,not_assessable,,False,,0,single_annotator_session_2026-08-06,unreviewed,"heavily cropped/zoomed fragment, no recognizable object"
p2b_0019,1fa8ecc09f2c309e,grp_00432,train,person,present,,False,,4,single_annotator_session_2026-08-06,unreviewed,
p2b_0019,1fa8ecc09f2c309e,grp_00432,train,face,present,,False,,4,single_annotator_session_2026-08-06,unreviewed,
p2b_0019,1fa8ecc09f2c309e,grp_00432,train,hand,uncertain,,False,arm-end dots could represent hands,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0019,1fa8ecc09f2c309e,grp_00432,train,animal,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0019,1fa8ecc09f2c309e,grp_00432,train,house,present,,False,,1,single_annotator_session_2026-08-06,unreviewed,
p2b_0019,1fa8ecc09f2c309e,grp_00432,train,tree,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0019,1fa8ecc09f2c309e,grp_00432,train,heart,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0019,1fa8ecc09f2c309e,grp_00432,train,star,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
p2b_0019,1fa8ecc09f2c309e,grp_00432,train,circle,present,,False,,1,single_annotator_session_2026-08-06,unreviewed,
p2b_0019,1fa8ecc09f2c309e,grp_00432,train,vehicle,absent,,False,,0,single_annotator_session_2026-08-06,unreviewed,
