class_name,baseline,cohort,error_type,pilot_id
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0020
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0021
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0024
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0025
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0027
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0028
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0029
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0031
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0033
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0034
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0037
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0038
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0040
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0041
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0043
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0044
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0045
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0046
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0047
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0049
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0050
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0051
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0052
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0054
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0055
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0056
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0058
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0060
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0063
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0065
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0066
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0067
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0068
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0069
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0070
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0072
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0074
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0077
person,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0079
person,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0013
person,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0015
person,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0048
person,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0057
person,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0061
person,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0064
person,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0073
face,clip_zero_shot,full_80,false_negative,p2b_0000
face,clip_zero_shot,full_80,false_negative,p2b_0003
face,clip_zero_shot,full_80,false_negative,p2b_0004
face,clip_zero_shot,full_80,false_negative,p2b_0005
face,clip_zero_shot,full_80,false_negative,p2b_0006
face,clip_zero_shot,full_80,false_negative,p2b_0007
face,clip_zero_shot,full_80,false_negative,p2b_0008
face,clip_zero_shot,full_80,false_negative,p2b_0010
face,clip_zero_shot,full_80,false_negative,p2b_0011
face,clip_zero_shot,full_80,false_negative,p2b_0012
face,clip_zero_shot,full_80,false_negative,p2b_0013
face,clip_zero_shot,full_80,false_negative,p2b_0014
face,clip_zero_shot,full_80,false_negative,p2b_0015
face,clip_zero_shot,full_80,false_negative,p2b_0016
face,clip_zero_shot,full_80,false_negative,p2b_0017
face,clip_zero_shot,full_80,false_negative,p2b_0018
face,clip_zero_shot,full_80,false_negative,p2b_0019
face,clip_zero_shot,full_80,false_negative,p2b_0020
face,clip_zero_shot,full_80,false_negative,p2b_0021
face,clip_zero_shot,full_80,false_negative,p2b_0024
face,clip_zero_shot,full_80,false_negative,p2b_0025
face,clip_zero_shot,full_80,false_negative,p2b_0026
face,clip_zero_shot,full_80,false_negative,p2b_0027
face,clip_zero_shot,full_80,false_negative,p2b_0028
face,clip_zero_shot,full_80,false_negative,p2b_0029
face,clip_zero_shot,full_80,false_negative,p2b_0031
face,clip_zero_shot,full_80,false_negative,p2b_0032
face,clip_zero_shot,full_80,false_negative,p2b_0033
face,clip_zero_shot,full_80,false_negative,p2b_0034
face,clip_zero_shot,full_80,false_negative,p2b_0035
face,clip_zero_shot,full_80,false_negative,p2b_0036
face,clip_zero_shot,full_80,false_negative,p2b_0037
face,clip_zero_shot,full_80,false_negative,p2b_0038
face,clip_zero_shot,full_80,false_negative,p2b_0039
face,clip_zero_shot,full_80,false_negative,p2b_0040
face,clip_zero_shot,full_80,false_negative,p2b_0041
face,clip_zero_shot,full_80,false_negative,p2b_0043
face,clip_zero_shot,full_80,false_negative,p2b_0044
face,clip_zero_shot,full_80,false_negative,p2b_0045
face,clip_zero_shot,full_80,false_negative,p2b_0046
face,clip_zero_shot,full_80,false_negative,p2b_0047
face,clip_zero_shot,full_80,false_negative,p2b_0048
face,clip_zero_shot,full_80,false_negative,p2b_0050
face,clip_zero_shot,full_80,false_negative,p2b_0051
face,clip_zero_shot,full_80,false_negative,p2b_0052
face,clip_zero_shot,full_80,false_negative,p2b_0054
face,clip_zero_shot,full_80,false_negative,p2b_0055
face,clip_zero_shot,full_80,false_negative,p2b_0056
face,clip_zero_shot,full_80,false_negative,p2b_0057
face,clip_zero_shot,full_80,false_negative,p2b_0058
face,clip_zero_shot,full_80,false_negative,p2b_0059
face,clip_zero_shot,full_80,false_negative,p2b_0061
face,clip_zero_shot,full_80,false_negative,p2b_0062
face,clip_zero_shot,full_80,false_negative,p2b_0063
face,clip_zero_shot,full_80,false_negative,p2b_0064
face,clip_zero_shot,full_80,false_negative,p2b_0065
face,clip_zero_shot,full_80,false_negative,p2b_0066
face,clip_zero_shot,full_80,false_negative,p2b_0067
face,clip_zero_shot,full_80,false_negative,p2b_0068
face,clip_zero_shot,full_80,false_negative,p2b_0071
face,clip_zero_shot,full_80,false_negative,p2b_0072
face,clip_zero_shot,full_80,false_negative,p2b_0073
face,clip_zero_shot,full_80,false_negative,p2b_0074
face,clip_zero_shot,full_80,false_negative,p2b_0075
face,clip_zero_shot,full_80,false_negative,p2b_0076
face,clip_zero_shot,full_80,false_negative,p2b_0077
face,clip_zero_shot,full_80,false_negative,p2b_0078
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0000
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0003
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0004
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0005
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0006
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0007
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0008
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0010
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0011
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0012
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0014
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0016
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0017
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0018
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0019
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0020
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0021
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0024
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0025
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0026
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0027
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0028
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0029
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0031
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0032
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0033
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0034
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0035
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0036
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0037
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0038
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0039
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0040
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0041
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0043
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0044
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0045
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0046
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0047
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0050
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0051
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0052
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0054
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0055
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0056
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0058
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0059
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0062
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0063
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0065
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0066
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0067
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0068
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0071
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0072
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0074
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0075
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0076
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0077
face,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0078
face,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0013
face,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0015
face,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0048
face,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0057
face,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0061
face,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0064
face,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0073
hand,clip_zero_shot,full_80,false_positive,p2b_0030
hand,clip_zero_shot,full_80,false_positive,p2b_0042
hand,clip_zero_shot,full_80,false_negative,p2b_0000
hand,clip_zero_shot,full_80,false_negative,p2b_0004
hand,clip_zero_shot,full_80,false_negative,p2b_0007
hand,clip_zero_shot,full_80,false_negative,p2b_0008
hand,clip_zero_shot,full_80,false_negative,p2b_0009
hand,clip_zero_shot,full_80,false_negative,p2b_0011
hand,clip_zero_shot,full_80,false_negative,p2b_0012
hand,clip_zero_shot,full_80,false_negative,p2b_0013
hand,clip_zero_shot,full_80,false_negative,p2b_0015
hand,clip_zero_shot,full_80,false_negative,p2b_0016
hand,clip_zero_shot,full_80,false_negative,p2b_0019
hand,clip_zero_shot,full_80,false_negative,p2b_0021
hand,clip_zero_shot,full_80,false_negative,p2b_0024
hand,clip_zero_shot,full_80,false_negative,p2b_0025
hand,clip_zero_shot,full_80,false_negative,p2b_0031
hand,clip_zero_shot,full_80,false_negative,p2b_0033
hand,clip_zero_shot,full_80,false_negative,p2b_0034
hand,clip_zero_shot,full_80,false_negative,p2b_0036
hand,clip_zero_shot,full_80,false_negative,p2b_0038
hand,clip_zero_shot,full_80,false_negative,p2b_0039
hand,clip_zero_shot,full_80,false_negative,p2b_0040
hand,clip_zero_shot,full_80,false_negative,p2b_0043
hand,clip_zero_shot,full_80,false_negative,p2b_0044
hand,clip_zero_shot,full_80,false_negative,p2b_0045
hand,clip_zero_shot,full_80,false_negative,p2b_0046
hand,clip_zero_shot,full_80,false_negative,p2b_0047
hand,clip_zero_shot,full_80,false_negative,p2b_0048
hand,clip_zero_shot,full_80,false_negative,p2b_0049
hand,clip_zero_shot,full_80,false_negative,p2b_0051
hand,clip_zero_shot,full_80,false_negative,p2b_0054
hand,clip_zero_shot,full_80,false_negative,p2b_0058
hand,clip_zero_shot,full_80,false_negative,p2b_0059
hand,clip_zero_shot,full_80,false_negative,p2b_0061
hand,clip_zero_shot,full_80,false_negative,p2b_0062
hand,clip_zero_shot,full_80,false_negative,p2b_0063
hand,clip_zero_shot,full_80,false_negative,p2b_0065
hand,clip_zero_shot,full_80,false_negative,p2b_0068
hand,clip_zero_shot,full_80,false_negative,p2b_0069
hand,clip_zero_shot,full_80,false_negative,p2b_0073
hand,clip_zero_shot,full_80,false_negative,p2b_0074
hand,clip_zero_shot,dev_eligible_excl_test,false_positive,p2b_0030
hand,clip_zero_shot,dev_eligible_excl_test,false_positive,p2b_0042
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0000
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0004
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0007
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0008
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0009
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0011
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0012
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0016
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0019
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0021
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0024
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0025
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0031
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0033
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0034
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0036
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0038
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0039
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0040
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0043
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0044
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0045
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0046
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0047
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0049
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0051
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0054
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0058
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0059
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0062
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0063
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0065
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0068
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0069
hand,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0074
hand,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0013
hand,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0015
hand,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0048
hand,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0061
hand,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0073
animal,clip_zero_shot,full_80,false_positive,p2b_0042
animal,clip_zero_shot,full_80,false_negative,p2b_0005
animal,clip_zero_shot,full_80,false_negative,p2b_0007
animal,clip_zero_shot,full_80,false_negative,p2b_0013
animal,clip_zero_shot,full_80,false_negative,p2b_0014
animal,clip_zero_shot,full_80,false_negative,p2b_0017
animal,clip_zero_shot,full_80,false_negative,p2b_0021
animal,clip_zero_shot,full_80,false_negative,p2b_0033
animal,clip_zero_shot,full_80,false_negative,p2b_0038
animal,clip_zero_shot,full_80,false_negative,p2b_0048
animal,clip_zero_shot,full_80,false_negative,p2b_0062
animal,clip_zero_shot,full_80,false_negative,p2b_0068
animal,clip_zero_shot,full_80,false_negative,p2b_0073
animal,clip_zero_shot,full_80,false_negative,p2b_0079
animal,clip_zero_shot,dev_eligible_excl_test,false_positive,p2b_0042
animal,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0005
animal,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0007
animal,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0014
animal,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0017
animal,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0021
animal,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0033
animal,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0038
animal,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0062
animal,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0068
animal,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0079
animal,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0013
animal,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0048
animal,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0073
house,clip_zero_shot,full_80,false_negative,p2b_0011
house,clip_zero_shot,full_80,false_negative,p2b_0016
house,clip_zero_shot,full_80,false_negative,p2b_0017
house,clip_zero_shot,full_80,false_negative,p2b_0019
house,clip_zero_shot,full_80,false_negative,p2b_0044
house,clip_zero_shot,full_80,false_negative,p2b_0053
house,clip_zero_shot,full_80,false_negative,p2b_0054
house,clip_zero_shot,full_80,false_negative,p2b_0057
house,clip_zero_shot,full_80,false_negative,p2b_0068
house,clip_zero_shot,full_80,false_negative,p2b_0073
house,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0011
house,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0016
house,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0017
house,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0019
house,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0044
house,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0053
house,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0054
house,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0068
house,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0057
house,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0073
tree,clip_zero_shot,full_80,false_positive,p2b_0070
tree,clip_zero_shot,full_80,false_negative,p2b_0002
tree,clip_zero_shot,full_80,false_negative,p2b_0007
tree,clip_zero_shot,full_80,false_negative,p2b_0022
tree,clip_zero_shot,full_80,false_negative,p2b_0031
tree,clip_zero_shot,full_80,false_negative,p2b_0044
tree,clip_zero_shot,full_80,false_negative,p2b_0053
tree,clip_zero_shot,full_80,false_negative,p2b_0063
tree,clip_zero_shot,full_80,false_negative,p2b_0064
tree,clip_zero_shot,full_80,false_negative,p2b_0066
tree,clip_zero_shot,full_80,false_negative,p2b_0068
tree,clip_zero_shot,full_80,false_negative,p2b_0073
tree,clip_zero_shot,dev_eligible_excl_test,false_positive,p2b_0070
tree,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0002
tree,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0007
tree,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0022
tree,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0031
tree,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0044
tree,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0053
tree,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0063
tree,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0066
tree,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0068
tree,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0064
tree,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0073
heart,clip_zero_shot,full_80,false_negative,p2b_0008
heart,clip_zero_shot,full_80,false_negative,p2b_0011
heart,clip_zero_shot,full_80,false_negative,p2b_0048
heart,clip_zero_shot,full_80,false_negative,p2b_0055
heart,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0008
heart,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0011
heart,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0055
heart,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0048
star,clip_zero_shot,full_80,false_positive,p2b_0023
star,clip_zero_shot,full_80,false_positive,p2b_0070
star,clip_zero_shot,full_80,false_negative,p2b_0010
star,clip_zero_shot,full_80,false_negative,p2b_0017
star,clip_zero_shot,full_80,false_negative,p2b_0019
star,clip_zero_shot,full_80,false_negative,p2b_0040
star,clip_zero_shot,full_80,false_negative,p2b_0053
star,clip_zero_shot,full_80,false_negative,p2b_0073
star,clip_zero_shot,dev_eligible_excl_test,false_positive,p2b_0023
star,clip_zero_shot,dev_eligible_excl_test,false_positive,p2b_0070
star,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0010
star,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0017
star,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0019
star,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0040
star,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0053
star,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0073
circle,clip_zero_shot,full_80,false_positive,p2b_0009
circle,clip_zero_shot,full_80,false_positive,p2b_0023
circle,clip_zero_shot,full_80,false_negative,p2b_0003
circle,clip_zero_shot,full_80,false_negative,p2b_0010
circle,clip_zero_shot,full_80,false_negative,p2b_0016
circle,clip_zero_shot,full_80,false_negative,p2b_0063
circle,clip_zero_shot,dev_eligible_excl_test,false_positive,p2b_0009
circle,clip_zero_shot,dev_eligible_excl_test,false_positive,p2b_0023
circle,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0003
circle,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0010
circle,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0016
circle,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0063
circle,classical_cv_circularity,full_80,false_positive,p2b_0000
circle,classical_cv_circularity,full_80,false_positive,p2b_0001
circle,classical_cv_circularity,full_80,false_positive,p2b_0002
circle,classical_cv_circularity,full_80,false_positive,p2b_0004
circle,classical_cv_circularity,full_80,false_positive,p2b_0005
