model,class_name,cohort,error_type,pilot_id
owlv2,face,locked_test_descriptive_only,false_negative,p2b_0061
owlv2,face,locked_test_descriptive_only,false_negative,p2b_0064
owlv2,face,locked_test_descriptive_only,false_negative,p2b_0073
owlv2,hand,full_80,false_positive,p2b_0035
owlv2,hand,full_80,false_positive,p2b_0053
owlv2,hand,full_80,false_negative,p2b_0000
owlv2,hand,full_80,false_negative,p2b_0004
owlv2,hand,full_80,false_negative,p2b_0007
owlv2,hand,full_80,false_negative,p2b_0009
owlv2,hand,full_80,false_negative,p2b_0011
owlv2,hand,full_80,false_negative,p2b_0012
owlv2,hand,full_80,false_negative,p2b_0013
owlv2,hand,full_80,false_negative,p2b_0015
owlv2,hand,full_80,false_negative,p2b_0016
owlv2,hand,full_80,false_negative,p2b_0019
owlv2,hand,full_80,false_negative,p2b_0023
owlv2,hand,full_80,false_negative,p2b_0024
owlv2,hand,full_80,false_negative,p2b_0025
owlv2,hand,full_80,false_negative,p2b_0033
owlv2,hand,full_80,false_negative,p2b_0034
owlv2,hand,full_80,false_negative,p2b_0036
owlv2,hand,full_80,false_negative,p2b_0038
owlv2,hand,full_80,false_negative,p2b_0039
owlv2,hand,full_80,false_negative,p2b_0040
owlv2,hand,full_80,false_negative,p2b_0044
owlv2,hand,full_80,false_negative,p2b_0045
owlv2,hand,full_80,false_negative,p2b_0046
owlv2,hand,full_80,false_negative,p2b_0047
owlv2,hand,full_80,false_negative,p2b_0048
owlv2,hand,full_80,false_negative,p2b_0049
owlv2,hand,full_80,false_negative,p2b_0051
owlv2,hand,full_80,false_negative,p2b_0058
owlv2,hand,full_80,false_negative,p2b_0059
owlv2,hand,full_80,false_negative,p2b_0061
owlv2,hand,full_80,false_negative,p2b_0062
owlv2,hand,full_80,false_negative,p2b_0063
owlv2,hand,full_80,false_negative,p2b_0068
owlv2,hand,full_80,false_negative,p2b_0069
owlv2,hand,full_80,false_negative,p2b_0074
owlv2,hand,dev_eligible_excl_test,false_positive,p2b_0035
owlv2,hand,dev_eligible_excl_test,false_positive,p2b_0053
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0000
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0004
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0007
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0009
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0011
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0012
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0016
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0019
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0023
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0024
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0025
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0033
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0034
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0036
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0038
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0039
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0040
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0044
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0045
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0046
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0047
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0049
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0051
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0058
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0059
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0062
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0063
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0068
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0069
owlv2,hand,dev_eligible_excl_test,false_negative,p2b_0074
owlv2,hand,locked_test_descriptive_only,false_negative,p2b_0013
owlv2,hand,locked_test_descriptive_only,false_negative,p2b_0015
owlv2,hand,locked_test_descriptive_only,false_negative,p2b_0048
owlv2,hand,locked_test_descriptive_only,false_negative,p2b_0061
owlv2,animal,full_80,false_positive,p2b_0004
owlv2,animal,full_80,false_positive,p2b_0032
owlv2,animal,full_80,false_positive,p2b_0066
owlv2,animal,full_80,false_positive,p2b_0076
owlv2,animal,full_80,false_negative,p2b_0005
owlv2,animal,full_80,false_negative,p2b_0007
owlv2,animal,full_80,false_negative,p2b_0013
owlv2,animal,full_80,false_negative,p2b_0014
owlv2,animal,full_80,false_negative,p2b_0017
owlv2,animal,full_80,false_negative,p2b_0021
owlv2,animal,full_80,false_negative,p2b_0033
owlv2,animal,full_80,false_negative,p2b_0038
owlv2,animal,full_80,false_negative,p2b_0048
owlv2,animal,full_80,false_negative,p2b_0062
owlv2,animal,full_80,false_negative,p2b_0068
owlv2,animal,full_80,false_negative,p2b_0079
owlv2,animal,dev_eligible_excl_test,false_positive,p2b_0004
owlv2,animal,dev_eligible_excl_test,false_positive,p2b_0032
owlv2,animal,dev_eligible_excl_test,false_positive,p2b_0066
owlv2,animal,dev_eligible_excl_test,false_positive,p2b_0076
owlv2,animal,dev_eligible_excl_test,false_negative,p2b_0005
owlv2,animal,dev_eligible_excl_test,false_negative,p2b_0007
owlv2,animal,dev_eligible_excl_test,false_negative,p2b_0014
owlv2,animal,dev_eligible_excl_test,false_negative,p2b_0017
owlv2,animal,dev_eligible_excl_test,false_negative,p2b_0021
owlv2,animal,dev_eligible_excl_test,false_negative,p2b_0033
owlv2,animal,dev_eligible_excl_test,false_negative,p2b_0038
owlv2,animal,dev_eligible_excl_test,false_negative,p2b_0062
owlv2,animal,dev_eligible_excl_test,false_negative,p2b_0068
owlv2,animal,dev_eligible_excl_test,false_negative,p2b_0079
owlv2,animal,locked_test_descriptive_only,false_negative,p2b_0013
owlv2,animal,locked_test_descriptive_only,false_negative,p2b_0048
owlv2,house,full_80,false_negative,p2b_0001
owlv2,house,full_80,false_negative,p2b_0011
owlv2,house,full_80,false_negative,p2b_0016
owlv2,house,full_80,false_negative,p2b_0017
owlv2,house,dev_eligible_excl_test,false_negative,p2b_0001
owlv2,house,dev_eligible_excl_test,false_negative,p2b_0011
owlv2,house,dev_eligible_excl_test,false_negative,p2b_0016
owlv2,house,dev_eligible_excl_test,false_negative,p2b_0017
owlv2,tree,full_80,false_negative,p2b_0002
owlv2,tree,full_80,false_negative,p2b_0022
owlv2,tree,full_80,false_negative,p2b_0030
owlv2,tree,full_80,false_negative,p2b_0042
owlv2,tree,full_80,false_negative,p2b_0044
owlv2,tree,full_80,false_negative,p2b_0064
owlv2,tree,full_80,false_negative,p2b_0066
owlv2,tree,full_80,false_negative,p2b_0068
owlv2,tree,dev_eligible_excl_test,false_negative,p2b_0002
owlv2,tree,dev_eligible_excl_test,false_negative,p2b_0022
owlv2,tree,dev_eligible_excl_test,false_negative,p2b_0030
owlv2,tree,dev_eligible_excl_test,false_negative,p2b_0042
owlv2,tree,dev_eligible_excl_test,false_negative,p2b_0044
owlv2,tree,dev_eligible_excl_test,false_negative,p2b_0066
owlv2,tree,dev_eligible_excl_test,false_negative,p2b_0068
owlv2,tree,locked_test_descriptive_only,false_negative,p2b_0064
owlv2,heart,full_80,false_positive,p2b_0007
owlv2,heart,full_80,false_positive,p2b_0015
owlv2,heart,full_80,false_positive,p2b_0025
owlv2,heart,full_80,false_positive,p2b_0029
owlv2,heart,full_80,false_positive,p2b_0032
owlv2,heart,full_80,false_positive,p2b_0034
owlv2,heart,full_80,false_positive,p2b_0051
owlv2,heart,full_80,false_positive,p2b_0073
owlv2,heart,dev_eligible_excl_test,false_positive,p2b_0007
owlv2,heart,dev_eligible_excl_test,false_positive,p2b_0025
owlv2,heart,dev_eligible_excl_test,false_positive,p2b_0029
owlv2,heart,dev_eligible_excl_test,false_positive,p2b_0032
owlv2,heart,dev_eligible_excl_test,false_positive,p2b_0034
owlv2,heart,dev_eligible_excl_test,false_positive,p2b_0051
owlv2,heart,locked_test_descriptive_only,false_positive,p2b_0015
owlv2,heart,locked_test_descriptive_only,false_positive,p2b_0073
owlv2,star,full_80,false_positive,p2b_0007
owlv2,star,full_80,false_positive,p2b_0008
owlv2,star,full_80,false_positive,p2b_0021
owlv2,star,full_80,false_positive,p2b_0031
owlv2,star,full_80,false_positive,p2b_0047
owlv2,star,full_80,false_positive,p2b_0057
owlv2,star,full_80,false_positive,p2b_0072
owlv2,star,full_80,false_positive,p2b_0078
owlv2,star,full_80,false_negative,p2b_0010
owlv2,star,full_80,false_negative,p2b_0019
owlv2,star,full_80,false_negative,p2b_0040
owlv2,star,full_80,false_negative,p2b_0053
owlv2,star,dev_eligible_excl_test,false_positive,p2b_0007
owlv2,star,dev_eligible_excl_test,false_positive,p2b_0008
owlv2,star,dev_eligible_excl_test,false_positive,p2b_0021
owlv2,star,dev_eligible_excl_test,false_positive,p2b_0031
owlv2,star,dev_eligible_excl_test,false_positive,p2b_0047
owlv2,star,dev_eligible_excl_test,false_positive,p2b_0072
owlv2,star,dev_eligible_excl_test,false_positive,p2b_0078
owlv2,star,dev_eligible_excl_test,false_negative,p2b_0010
owlv2,star,dev_eligible_excl_test,false_negative,p2b_0019
owlv2,star,dev_eligible_excl_test,false_negative,p2b_0040
owlv2,star,dev_eligible_excl_test,false_negative,p2b_0053
owlv2,star,locked_test_descriptive_only,false_positive,p2b_0057
owlv2,circle,full_80,false_positive,p2b_0000
owlv2,circle,full_80,false_positive,p2b_0009
owlv2,circle,full_80,false_positive,p2b_0019
owlv2,circle,full_80,false_positive,p2b_0020
owlv2,circle,full_80,false_positive,p2b_0023
owlv2,circle,full_80,false_positive,p2b_0026
owlv2,circle,full_80,false_positive,p2b_0035
owlv2,circle,full_80,false_positive,p2b_0039
owlv2,circle,full_80,false_positive,p2b_0051
owlv2,circle,full_80,false_positive,p2b_0053
owlv2,circle,full_80,false_positive,p2b_0059
owlv2,circle,full_80,false_positive,p2b_0060
owlv2,circle,full_80,false_positive,p2b_0062
owlv2,circle,full_80,false_positive,p2b_0066
owlv2,circle,full_80,false_positive,p2b_0068
owlv2,circle,full_80,false_negative,p2b_0003
owlv2,circle,full_80,false_negative,p2b_0010
owlv2,circle,full_80,false_negative,p2b_0016
owlv2,circle,full_80,false_negative,p2b_0063
owlv2,circle,dev_eligible_excl_test,false_positive,p2b_0000
owlv2,circle,dev_eligible_excl_test,false_positive,p2b_0009
owlv2,circle,dev_eligible_excl_test,false_positive,p2b_0019
owlv2,circle,dev_eligible_excl_test,false_positive,p2b_0020
owlv2,circle,dev_eligible_excl_test,false_positive,p2b_0023
owlv2,circle,dev_eligible_excl_test,false_positive,p2b_0026
owlv2,circle,dev_eligible_excl_test,false_positive,p2b_0035
owlv2,circle,dev_eligible_excl_test,false_positive,p2b_0039
owlv2,circle,dev_eligible_excl_test,false_positive,p2b_0051
owlv2,circle,dev_eligible_excl_test,false_positive,p2b_0053
owlv2,circle,dev_eligible_excl_test,false_positive,p2b_0059
owlv2,circle,dev_eligible_excl_test,false_positive,p2b_0060
owlv2,circle,dev_eligible_excl_test,false_positive,p2b_0062
owlv2,circle,dev_eligible_excl_test,false_positive,p2b_0066
owlv2,circle,dev_eligible_excl_test,false_positive,p2b_0068
owlv2,circle,dev_eligible_excl_test,false_negative,p2b_0003
owlv2,circle,dev_eligible_excl_test,false_negative,p2b_0010
owlv2,circle,dev_eligible_excl_test,false_negative,p2b_0016
owlv2,circle,dev_eligible_excl_test,false_negative,p2b_0063
owlv2,vehicle,full_80,false_negative,p2b_0034
owlv2,vehicle,full_80,false_negative,p2b_0057
owlv2,vehicle,full_80,false_negative,p2b_0066
owlv2,vehicle,full_80,false_negative,p2b_0073
owlv2,vehicle,full_80,false_negative,p2b_0079
owlv2,vehicle,dev_eligible_excl_test,false_negative,p2b_0034
owlv2,vehicle,dev_eligible_excl_test,false_negative,p2b_0066
owlv2,vehicle,dev_eligible_excl_test,false_negative,p2b_0079
owlv2,vehicle,locked_test_descriptive_only,false_negative,p2b_0057
owlv2,vehicle,locked_test_descriptive_only,false_negative,p2b_0073
grounding_dino,person,full_80,false_positive,p2b_0002
grounding_dino,person,full_80,false_positive,p2b_0012
grounding_dino,person,full_80,false_positive,p2b_0032
grounding_dino,person,full_80,false_positive,p2b_0035
grounding_dino,person,full_80,false_positive,p2b_0062
grounding_dino,person,full_80,false_positive,p2b_0071
grounding_dino,person,full_80,false_positive,p2b_0075
grounding_dino,person,full_80,false_positive,p2b_0076
grounding_dino,person,full_80,false_negative,p2b_0006
grounding_dino,person,full_80,false_negative,p2b_0009
grounding_dino,person,full_80,false_negative,p2b_0016
grounding_dino,person,full_80,false_negative,p2b_0020
grounding_dino,person,full_80,false_negative,p2b_0023
grounding_dino,person,full_80,false_negative,p2b_0029
grounding_dino,person,full_80,false_negative,p2b_0037
grounding_dino,person,full_80,false_negative,p2b_0058
grounding_dino,person,full_80,false_negative,p2b_0060
grounding_dino,person,full_80,false_negative,p2b_0061
grounding_dino,person,full_80,false_negative,p2b_0069
grounding_dino,person,dev_eligible_excl_test,false_positive,p2b_0002
grounding_dino,person,dev_eligible_excl_test,false_positive,p2b_0012
grounding_dino,person,dev_eligible_excl_test,false_positive,p2b_0032
grounding_dino,person,dev_eligible_excl_test,false_positive,p2b_0035
grounding_dino,person,dev_eligible_excl_test,false_positive,p2b_0062
grounding_dino,person,dev_eligible_excl_test,false_positive,p2b_0071
grounding_dino,person,dev_eligible_excl_test,false_positive,p2b_0075
grounding_dino,person,dev_eligible_excl_test,false_positive,p2b_0076
grounding_dino,person,dev_eligible_excl_test,false_negative,p2b_0006
grounding_dino,person,dev_eligible_excl_test,false_negative,p2b_0009
grounding_dino,person,dev_eligible_excl_test,false_negative,p2b_0016
grounding_dino,person,dev_eligible_excl_test,false_negative,p2b_0020
grounding_dino,person,dev_eligible_excl_test,false_negative,p2b_0023
grounding_dino,person,dev_eligible_excl_test,false_negative,p2b_0029
grounding_dino,person,dev_eligible_excl_test,false_negative,p2b_0037
grounding_dino,person,dev_eligible_excl_test,false_negative,p2b_0058
grounding_dino,person,dev_eligible_excl_test,false_negative,p2b_0060
grounding_dino,person,dev_eligible_excl_test,false_negative,p2b_0069
grounding_dino,person,locked_test_descriptive_only,false_negative,p2b_0061
grounding_dino,face,full_80,false_positive,p2b_0053
grounding_dino,face,full_80,false_negative,p2b_0004
grounding_dino,face,full_80,false_negative,p2b_0006
grounding_dino,face,full_80,false_negative,p2b_0011
grounding_dino,face,full_80,false_negative,p2b_0012
grounding_dino,face,full_80,false_negative,p2b_0014
grounding_dino,face,full_80,false_negative,p2b_0015
grounding_dino,face,full_80,false_negative,p2b_0017
grounding_dino,face,full_80,false_negative,p2b_0020
grounding_dino,face,full_80,false_negative,p2b_0023
grounding_dino,face,full_80,false_negative,p2b_0026
grounding_dino,face,full_80,false_negative,p2b_0034
grounding_dino,face,full_80,false_negative,p2b_0036
grounding_dino,face,full_80,false_negative,p2b_0037
grounding_dino,face,full_80,false_negative,p2b_0038
grounding_dino,face,full_80,false_negative,p2b_0040
grounding_dino,face,full_80,false_negative,p2b_0044
grounding_dino,face,full_80,false_negative,p2b_0054
grounding_dino,face,full_80,false_negative,p2b_0062
grounding_dino,face,full_80,false_negative,p2b_0075
grounding_dino,face,full_80,false_negative,p2b_0078
grounding_dino,face,dev_eligible_excl_test,false_positive,p2b_0053
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0004
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0006
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0011
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0012
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0014
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0017
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0020
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0023
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0026
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0034
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0036
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0037
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0038
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0040
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0044
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0054
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0062
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0075
grounding_dino,face,dev_eligible_excl_test,false_negative,p2b_0078
grounding_dino,face,locked_test_descriptive_only,false_negative,p2b_0015
grounding_dino,hand,full_80,false_positive,p2b_0035
grounding_dino,hand,full_80,false_negative,p2b_0000
grounding_dino,hand,full_80,false_negative,p2b_0004
grounding_dino,hand,full_80,false_negative,p2b_0009
grounding_dino,hand,full_80,false_negative,p2b_0011
grounding_dino,hand,full_80,false_negative,p2b_0012
grounding_dino,hand,full_80,false_negative,p2b_0013
grounding_dino,hand,full_80,false_negative,p2b_0016
grounding_dino,hand,full_80,false_negative,p2b_0019
grounding_dino,hand,full_80,false_negative,p2b_0023
grounding_dino,hand,full_80,false_negative,p2b_0024
grounding_dino,hand,full_80,false_negative,p2b_0025
grounding_dino,hand,full_80,false_negative,p2b_0033
grounding_dino,hand,full_80,false_negative,p2b_0034
grounding_dino,hand,full_80,false_negative,p2b_0036
grounding_dino,hand,full_80,false_negative,p2b_0038
grounding_dino,hand,full_80,false_negative,p2b_0039
grounding_dino,hand,full_80,false_negative,p2b_0040
grounding_dino,hand,full_80,false_negative,p2b_0044
grounding_dino,hand,full_80,false_negative,p2b_0046
grounding_dino,hand,full_80,false_negative,p2b_0049
grounding_dino,hand,full_80,false_negative,p2b_0051
grounding_dino,hand,full_80,false_negative,p2b_0058
grounding_dino,hand,full_80,false_negative,p2b_0059
grounding_dino,hand,full_80,false_negative,p2b_0061
grounding_dino,hand,full_80,false_negative,p2b_0062
grounding_dino,hand,full_80,false_negative,p2b_0063
grounding_dino,hand,full_80,false_negative,p2b_0065
grounding_dino,hand,full_80,false_negative,p2b_0068
grounding_dino,hand,full_80,false_negative,p2b_0069
grounding_dino,hand,full_80,false_negative,p2b_0074
grounding_dino,hand,dev_eligible_excl_test,false_positive,p2b_0035
grounding_dino,hand,dev_eligible_excl_test,false_negative,p2b_0000
grounding_dino,hand,dev_eligible_excl_test,false_negative,p2b_0004
grounding_dino,hand,dev_eligible_excl_test,false_negative,p2b_0009
